paid_status,status,Age,gender,education,married_status,city,province,agerange,salary,civil,appcount,phonegrade,simstrength
Paid,0,32,Male,Graduate,Married,Rajkot,GUJARAT,25-35,4,789,5,4,1
Paid,0,34,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,634,4,3,2
Paid,0,36,Male,Post Graduate,Married,Chorasi,GUJARAT,>35,6,606,4,5,2
Paid,0,33,Male,Graduate,Married,Surat City,GUJARAT,25-35,5,791,6,1,3
Paid,0,29,Male,Post Graduate,Unmarried,Paradip,ODISHA,25-35,4,783,8,4,2
Paid,0,38,Male,Post Graduate,Married,Bangalore South,KARNATAKA,>35,6,779,7,5,2
Paid,0,38,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,>35,5,687,5,1,3
Paid,0,34,Male,Graduate,Unmarried,Doddaballapura,KARNATAKA,25-35,4,605,7,4,3
Paid,0,25,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,5,743,3,1,3
Pending Payment,1,26,Male,Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,629,8,5,5
Paid,0,25,Female,Post Graduate,Unmarried,Daskroi,GUJARAT,25-35,5,699,2,2,1
Paid,0,38,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,>35,5,693,8,1,2
Paid,0,24,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,<25,4,550,4,5,2
Paid,0,33,Male,10th-12th,Unmarried,Pune City,MAHARASHTRA,25-35,4,707,6,3,3
Paid,0,27,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,664,5,5,2
Pending Payment,1,25,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,25-35,4,561,2,5,3
Paid,0,37,Male,Graduate,Married,Mhow,MADHYA PRADESH,>35,5,789,7,1,3
Paid,0,30,Male,10th-12th,Married,Surat City,GUJARAT,25-35,4,784,1,3,2
Pending Payment,1,39,Male,Post Graduate,Married,Nashik,MAHARASHTRA,>35,4,515,8,2,3
Paid,0,33,Male,Post Graduate,Married,Bangalore South,KARNATAKA,25-35,4,741,7,5,1
Paid,0,26,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,622,6,5,1
Paid,0,25,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,4,643,1,1,1
Paid,0,32,Male,Post Graduate,Married,Niphad,MAHARASHTRA,25-35,4,663,1,2,3
Paid,0,34,Male,Self Employed,Married,Bhubaneswar,ODISHA,25-35,4,681,2,4,3
Paid,0,25,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,4,571,7,1,1
Paid,0,28,Male,Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,4,681,4,4,1
Paid,0,35,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,708,1,1,2
Paid,0,25,Male,Post Graduate,Unmarried,Ariyalur,TAMIL NADU,25-35,5,780,2,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Kalavad,GUJARAT,25-35,4,639,6,2,2
Paid,0,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,602,4,5,2
Paid,0,27,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,613,5,5,1
Pending Payment,1,24,Male,Post Graduate,Unmarried,Thane,MAHARASHTRA,<25,4,639,6,2,5
Pending Payment,1,40,Female,Post Graduate,Married,Visakhapatnam,Andhra Pradesh,>35,4,591,2,5,5
Paid,0,25,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,672,5,4,2
Paid,0,29,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,5,640,2,1,1
Paid,0,40,Male,Graduate,Married,Vadodara,GUJARAT,>35,4,581,3,1,3
Paid,0,36,Male,Post Graduate,Unmarried,North Solapur,MAHARASHTRA,>35,3,651,8,3,1
Paid,0,29,Female,Self Employed,Unmarried,Salem,TAMIL NADU,25-35,4,589,5,3,3
Pending Payment,1,27,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,4,592,5,1,3
Paid,0,22,Male,Post Graduate,Unmarried,Tondiarpet Fort St George,TAMIL NADU,<25,4,679,2,3,1
Paid,0,24,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,5,764,4,4,3
Pending Payment,1,23,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,<25,4,518,6,3,3
Paid,0,28,Male,Post Graduate,Unmarried,Mangalagiri,ANDHRA PRADESH,25-35,4,746,4,3,1
Pending Payment,1,27,Female,Post Graduate,Unmarried,Madurai,Tamil Nadu,25-35,3,553,5,1,4
Paid,0,26,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,25-35,4,686,1,2,3
Paid,0,25,Male,Self Employed,Married,Bangalore North,KARNATAKA,25-35,4,769,5,2,2
Paid,0,24,Male,Graduate,Unmarried,Nashik,MAHARASHTRA,<25,5,570,3,4,1
Pending Payment,1,24,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,<25,4,548,8,5,5
Paid,0,26,Male,Graduate,Unmarried,Malad East,MAHARASHTRA,25-35,4,723,7,2,2
Paid,0,30,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,665,6,1,2
Pending Payment,1,28,Male,Post Graduate,Married,Jaipur,RAJASTHAN,25-35,4,606,5,1,4
Paid,0,24,Female,Post Graduate,Unmarried,Warangal,Telangana,<25,4,718,2,1,1
Paid,0,28,Male,Post Graduate,Married,Daskroi,GUJARAT,25-35,4,657,3,1,1
Paid,0,31,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,614,5,2,3
Paid,0,28,Male,Self Employed,Married,Bangalore North,KARNATAKA,25-35,4,564,4,2,2
Paid,0,33,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,621,4,4,2
Paid,0,27,Male,10th-12th,Married,Bangalore South,KARNATAKA,25-35,5,634,8,3,1
Paid,0,36,Male,Graduate,Married,Daskroi,GUJARAT,>35,5,616,5,2,2
Paid,0,24,Male,Post Graduate,Unmarried,Karvir,MAHARASHTRA,<25,3,714,6,4,1
Paid,0,27,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,667,1,2,2
Paid,0,23,Male,Self Employed,Unmarried,Mumbai,MAHARASHTRA,<25,4,679,6,2,1
Pending Payment,1,23,Male,Graduate,Unmarried,Ottapidaram,TAMIL NADU,<25,6,542,7,3,5
Paid,0,26,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,5,572,3,1,2
Paid,0,31,Female,Self Employed,Unmarried,Chennai,Tamil Nadu,25-35,4,776,1,4,1
Paid,0,38,Male,Post Graduate,Unmarried,Hyderabad,Telangana,>35,4,747,1,1,3
Paid,0,37,Male,Graduate,Married,Nashik,MAHARASHTRA,>35,3,658,4,1,1
Paid,0,22,Male,Post Graduate,Unmarried,Tarikere,KARNATAKA,<25,3,618,5,4,3
Paid,0,32,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,25-35,4,738,3,4,3
Paid,0,37,Male,Post Graduate,Married,Coimbatore South,TAMIL NADU,>35,5,767,3,2,1
Paid,0,32,Male,Self Employed,Married,Nashik,MAHARASHTRA,25-35,4,553,4,3,3
Paid,0,31,Female,Graduate,Married,Mumbai,MAHARASHTRA,25-35,4,564,8,2,2
Pending Payment,1,24,Male,Post Graduate,Unmarried,Mylapore - Triplicane,TAMIL NADU,<25,4,506,4,5,4
Paid,0,26,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,4,634,7,1,3
Pending Payment,1,27,Male,Post Graduate,Unmarried,Nallampalli,TAMIL NADU,25-35,4,592,6,5,3
Paid,0,34,Male,Self Employed,Married,Jaipur,RAJASTHAN,25-35,5,778,8,2,1
Paid,0,31,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,4,623,8,3,2
Paid,0,27,Female,Post Graduate,Unmarried,Hyderabad,TELANGANA,25-35,4,740,4,4,1
Paid,0,29,Male,Self Employed,Married,Rajkot,GUJARAT,25-35,4,774,6,4,2
Paid,0,31,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,767,8,2,1
Paid,0,30,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,5,657,4,1,3
Paid,0,29,Male,Self Employed,Married,Vijayawada,Andhra Pradesh,25-35,4,597,1,1,1
Paid,0,40,Male,10th-12th,Married,Nashik,MAHARASHTRA,>35,4,737,5,1,1
Paid,0,24,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,568,7,4,1
Paid,0,34,Male,Graduate,Married,NA,MAHARASHTRA,25-35,4,744,3,4,1
Paid,0,27,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,5,709,4,3,2
Paid,0,30,Male,Post Graduate,Unmarried,Coimbatore North,TAMIL NADU,25-35,4,732,1,5,2
Paid,0,29,Male,Graduate,Married,Bangalore South,KARNATAKA,25-35,6,559,6,2,1
Paid,0,26,Male,Self Employed,Married,Tirupur,TAMIL NADU,25-35,5,763,1,5,3
Pending Payment,1,22,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,509,8,4,3
Pending Payment,1,28,Male,Post Graduate,Unmarried,Gmc,ASSAM,25-35,4,563,2,2,4
Pending Payment,1,37,Male,Graduate,Married,Belgaum,KARNATAKA,>35,4,642,6,5,3
Paid,0,37,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,>35,4,750,5,3,1
Paid,0,25,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,25-35,4,778,4,4,1
Paid,0,23,Male,Post Graduate,Unmarried,Warangal,Telangana,<25,3,599,6,4,2
Paid,0,27,Male,Graduate,Married,Olpad,GUJARAT,25-35,4,671,2,1,1
Pending Payment,1,32,Male,Post Graduate,Unmarried,Vadodara,Gujarat,25-35,4,608,7,2,5
Paid,0,28,Male,Post Graduate,Unmarried,Warangal,Telangana,25-35,4,755,8,1,3
Paid,0,26,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,659,8,5,3
Paid,0,24,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,<25,4,667,2,3,2
Paid,0,26,Male,Post Graduate,Married,Guntur,ANDHRA PRADESH,25-35,4,651,2,3,3
Paid,0,22,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,3,604,5,1,2
Paid,0,34,Male,Graduate,Married,Hyderabad,Telangana,25-35,4,718,4,2,3
Paid,0,28,Male,Post Graduate,Unmarried,Panvel,MAHARASHTRA,25-35,3,627,2,1,3
Pending Payment,1,23,Male,Self Employed,Unmarried,Tiruppur,TAMIL NADU,<25,4,556,8,4,4
Pending Payment,1,25,Male,Graduate,Unmarried,Chorasi,GUJARAT,25-35,4,593,6,2,5
Paid,0,29,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,649,1,3,3
Paid,0,33,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,4,659,8,1,1
Paid,0,30,Male,Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,5,761,2,5,2
Paid,0,40,Male,10th-12th,Married,Mumbai,MAHARASHTRA,>35,5,577,5,4,2
Paid,0,32,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,6,620,6,3,1
Paid,0,29,Male,Post Graduate,Unmarried,Gird,MADHYA PRADESH,25-35,4,692,4,4,2
Paid,0,33,Male,10th-12th,Unmarried,Guntur,ANDHRA PRADESH,25-35,5,671,7,1,1
Paid,0,39,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,>35,4,772,2,4,1
Paid,0,24,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,<25,3,553,4,1,2
Paid,0,25,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,3,728,3,2,1
Paid,0,25,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,740,7,3,3
Paid,0,29,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,653,4,3,3
Paid,0,38,Male,Graduate,Unmarried,Surat City,GUJARAT,>35,3,568,5,5,1
Pending Payment,1,40,Male,Graduate,Married,Vasai,MAHARASHTRA,>35,4,530,5,2,3
Pending Payment,1,33,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,643,4,3,4
Paid,0,24,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,<25,4,590,4,3,3
Paid,0,26,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,637,8,4,2
Paid,0,35,Male,Post Graduate,Married,Madurai,Tamil Nadu,25-35,4,762,7,3,1
Paid,0,36,Male,Graduate,Married,Jaipur,RAJASTHAN,>35,6,705,3,4,3
Pending Payment,1,28,Female,Post Graduate,Married,Indore,MADHYA PRADESH,25-35,6,543,6,1,4
Pending Payment,1,26,Male,Post Graduate,Unmarried,Kandukur,ANDHRA PRADESH,25-35,5,535,8,5,5
Paid,0,30,Male,Graduate,Unmarried,Surat,GUJARAT,25-35,4,724,4,3,3
Paid,0,35,Female,Self Employed,Unmarried,Nagpur (Urban),MAHARASHTRA,25-35,5,765,2,2,2
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,688,3,1,1
Paid,0,25,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,4,636,6,4,3
Paid,0,30,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,639,2,2,3
Paid,0,24,Male,Graduate,Unmarried,Nagpur,MAHARASHTRA,<25,5,630,7,5,1
Paid,0,39,Male,Post Graduate,Married,Nagpur,MAHARASHTRA,>35,5,783,3,3,2
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,6,576,5,3,3
Paid,0,30,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,4,584,2,4,3
Paid,0,30,Female,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,5,595,8,1,2
Pending Payment,1,27,Male,Post Graduate,Unmarried,Kovilpatti,TAMIL NADU,25-35,5,515,3,3,4
Paid,0,32,Male,Post Graduate,Married,Aurangabad,MAHARASHTRA,25-35,5,555,2,1,3
Paid,0,27,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,663,2,2,2
Paid,0,29,Male,Self Employed,Unmarried,Chengalpattu,TAMIL NADU,25-35,4,568,6,5,2
Paid,0,37,Female,10th-12th,Married,Gandhinagar,GUJARAT,>35,6,555,7,5,1
Pending Payment,1,28,Male,Self Employed,Unmarried,Ahmadabad City,GUJARAT,25-35,4,511,3,2,3
Paid,0,30,Male,Graduate,Unmarried,Egmore Nungambakkam,TAMIL NADU,25-35,4,694,6,5,1
Paid,0,31,Male,Graduate,Unmarried,Chennai,Tamil Nadu,25-35,4,651,2,5,1
Pending Payment,1,34,Female,Graduate,Married,Nashik,MAHARASHTRA,25-35,4,608,7,1,4
Paid,0,32,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,25-35,3,583,8,2,3
Paid,0,29,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,25-35,4,714,3,1,2
Paid,0,22,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,<25,4,737,7,5,3
Pending Payment,1,35,Male,Post Graduate,Married,Bengaluru,Karnataka,25-35,4,611,3,2,4
Paid,0,26,Male,10th-12th,Married,Pune City,MAHARASHTRA,25-35,4,772,4,1,3
Paid,0,31,Male,Post Graduate,Married,Vellore,TAMIL NADU,25-35,5,710,1,2,1
Paid,0,31,Male,Graduate,Married,Avadi,TAMIL NADU,25-35,5,685,2,3,1
Paid,0,30,Male,Post Graduate,Married,Chennai City Corporation,TAMIL NADU,25-35,4,582,3,2,3
Paid,0,33,Male,Post Graduate,Married,Avadi,TAMIL NADU,25-35,4,677,4,2,3
Pending Payment,1,32,Male,Graduate,Married,Bangalore South,KARNATAKA,25-35,4,572,2,4,4
Pending Payment,1,24,Male,10th-12th,Unmarried,Ahmedabad,GUJARAT,<25,4,606,2,2,5
Paid,0,39,Male,Graduate,Married,NA,MAHARASHTRA,>35,3,555,2,4,2
Paid,0,22,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,<25,4,726,3,2,3
Paid,0,23,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,795,5,4,2
Paid,0,27,Male,Graduate,Unmarried,Gandhi Nagar,GUJARAT,25-35,4,643,1,2,2
Paid,0,26,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,622,5,3,1
Pending Payment,1,29,Male,Graduate,Unmarried,NA,TAMIL NADU,25-35,4,628,5,2,5
Paid,0,29,Male,Graduate,Married,Regonda,TELANGANA,25-35,4,645,2,4,2
Pending Payment,1,33,Male,10th-12th,Married,Tambaram,TAMIL NADU,25-35,4,550,2,2,3
Paid,0,22,Male,Graduate,Unmarried,Surat City,GUJARAT,<25,3,666,1,2,1
Paid,0,35,Male,Self Employed,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,767,2,3,1
Pending Payment,1,28,Male,Post Graduate,Unmarried,Ambattur,TAMIL NADU,25-35,5,582,6,2,5
Pending Payment,1,25,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,3,603,8,5,5
Paid,0,26,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,691,7,1,1
Pending Payment,1,28,Male,10th-12th,Unmarried,Kundapura,KARNATAKA,25-35,4,541,2,2,4
Pending Payment,1,29,Male,10th-12th,Married,Pune City,MAHARASHTRA,25-35,4,542,7,4,5
Paid,0,30,Male,Graduate,Unmarried,NA,TAMIL NADU,25-35,5,713,5,4,2
Paid,0,25,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,570,4,2,3
Paid,0,31,Female,10th-12th,Married,Mysore,KARNATAKA,25-35,3,637,7,1,1
Paid,0,30,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,701,8,5,2
Pending Payment,1,29,Male,Graduate,Married,Salem,TAMIL NADU,25-35,4,586,3,1,5
Pending Payment,1,33,Male,Post Graduate,Unmarried,Thane,MAHARASHTRA,25-35,5,638,3,2,3
Pending Payment,1,24,Male,Self Employed,Unmarried,NA,MAHARASHTRA,<25,4,560,8,4,4
Paid,0,27,Male,Graduate,Married,Jamnagar,GUJARAT,25-35,5,769,4,4,1
Pending Payment,1,26,Male,Self Employed,Unmarried,Daskroi,GUJARAT,25-35,4,607,6,5,4
Paid,0,36,Male,Post Graduate,Unmarried,Sriperumbudur,TAMIL NADU,>35,4,741,4,5,3
Paid,0,26,Male,Graduate,Unmarried,Mysore,KARNATAKA,25-35,5,712,4,1,2
Paid,0,27,Male,10th-12th,Unmarried,Surat City,GUJARAT,25-35,4,550,4,4,2
Paid,0,29,Male,Self Employed,Unmarried,Huzur,MADHYA PRADESH,25-35,4,768,1,3,1
Paid,0,28,Male,Graduate,Married,NA,TAMIL NADU,25-35,4,794,6,2,2
Paid,0,31,Male,Post Graduate,Married,Warangal,Telangana,25-35,4,558,5,3,3
Paid,0,25,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,634,8,2,3
Paid,0,26,Male,Post Graduate,Unmarried,Nashik,MAHARASHTRA,25-35,4,568,1,5,2
Paid,0,39,Male,Self Employed,Married,Nashik,MAHARASHTRA,>35,4,556,2,1,2
Paid,0,31,Male,10th-12th,Unmarried,Karad,MAHARASHTRA,25-35,4,609,8,3,3
Paid,0,23,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,4,743,8,4,1
Pending Payment,1,34,Male,Graduate,Unmarried,Bengaluru,Karnataka,25-35,5,604,8,4,5
Paid,0,33,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,3,639,5,2,3
Paid,0,26,Male,Post Graduate,Married,Huzur,MADHYA PRADESH,25-35,4,555,7,1,3
Pending Payment,1,34,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,25-35,5,592,7,4,4
Paid,0,24,Male,Graduate,Unmarried,Ambarnath,MAHARASHTRA,<25,4,570,7,4,3
Paid,0,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,3,573,4,4,3
Pending Payment,1,29,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,527,4,3,3
Pending Payment,1,23,Male,Graduate,Unmarried,Kamrej,GUJARAT,<25,5,597,7,3,3
Pending Payment,1,26,Male,Post Graduate,Married,Kota,RAJASTHAN,25-35,4,586,2,1,5
Pending Payment,1,23,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,<25,4,639,3,4,4
Pending Payment,1,28,Male,Graduate,Married,Dahisar West,MAHARASHTRA,25-35,4,534,8,5,4
Paid,0,23,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,703,7,5,1
Paid,0,25,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,631,7,5,2
Paid,0,23,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,691,2,5,3
Paid,0,30,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,5,623,3,4,1
Paid,0,28,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,4,771,6,2,1
Paid,0,28,Male,Self Employed,Unmarried,Mysore,KARNATAKA,25-35,4,784,8,2,2
Paid,0,25,Male,Post Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,4,754,8,4,2
Paid,0,36,Male,Post Graduate,Married,Bangalore South,KARNATAKA,>35,4,706,2,3,3
Paid,0,22,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,773,4,3,3
Pending Payment,1,29,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,628,6,1,4
Paid,0,31,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,581,3,4,3
Paid,0,28,Male,Graduate,Married,NA,MAHARASHTRA,25-35,4,754,2,4,2
Pending Payment,1,32,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,648,5,1,3
Paid,0,33,Male,Post Graduate,Married,Pune City,MAHARASHTRA,25-35,5,600,5,1,2
Paid,0,26,Male,Graduate,Unmarried,Anekal,KARNATAKA,25-35,4,725,2,2,3
Paid,0,36,Male,Post Graduate,Married,Tambaram,TAMIL NADU,>35,4,638,6,3,3
Pending Payment,1,30,Male,Self Employed,Married,Vadodara,GUJARAT,25-35,5,617,5,4,3
Paid,0,29,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,582,6,4,1
Paid,0,27,Male,Self Employed,Unmarried,Vadodara,GUJARAT,25-35,5,742,4,4,3
Paid,0,29,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,4,729,7,2,3
Paid,0,31,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,759,3,5,1
Paid,0,33,Male,Self Employed,Married,Gandhinagar,GUJARAT,25-35,4,618,3,3,2
Paid,0,35,Male,Self Employed,Married,Madurai North,TAMIL NADU,25-35,4,746,5,3,3
Paid,0,24,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,<25,4,800,3,3,2
Paid,0,29,Male,10th-12th,Unmarried,Kurnool,ANDHRA PRADESH,25-35,4,796,3,5,2
Paid,0,38,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,>35,6,558,2,3,3
Paid,0,31,Male,Graduate,Married,Betnoti,ODISHA,25-35,4,798,5,4,3
Paid,0,27,Male,Self Employed,Unmarried,Ariyalur,TAMIL NADU,25-35,4,620,6,3,2
Paid,0,29,Male,NA,Unmarried,Indore,MADHYA PRADESH,25-35,4,703,3,5,1
Pending Payment,1,28,Male,Post Graduate,Unmarried,Jabalpur,MADHYA PRADESH,25-35,4,562,8,4,5
Pending Payment,1,24,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,<25,4,503,8,3,3
Paid,0,30,Male,Graduate,Unmarried,Gandhi Nagar,GUJARAT,25-35,4,774,1,5,2
Paid,0,23,Male,Post Graduate,Unmarried,Coimbatore North,TAMIL NADU,<25,4,768,7,1,3
Paid,0,31,Male,Self Employed,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,600,6,2,2
Pending Payment,1,23,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,4,629,5,1,4
Paid,0,25,Male,Graduate,Unmarried,Haveli,MAHARASHTRA,25-35,4,698,2,5,1
Paid,0,25,Male,Graduate,Unmarried,Poonamallee,TAMIL NADU,25-35,4,583,5,3,1
Paid,0,29,Male,Self Employed,Married,Rajkot,GUJARAT,25-35,4,556,2,1,2
Paid,0,38,Male,Post Graduate,Married,Bangalore North,KARNATAKA,>35,4,784,8,1,1
Paid,0,36,Male,Graduate,Married,Tirupati (Urban),ANDHRA PRADESH,>35,4,586,7,3,3
Paid,0,25,Male,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,4,558,4,4,1
Paid,0,31,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,4,679,5,2,2
Pending Payment,1,27,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,589,8,4,3
Pending Payment,1,30,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,636,5,4,3
Paid,0,30,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,601,1,4,3
Paid,0,23,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,730,6,5,1
Paid,0,32,Male,Post Graduate,Married,Mysore,KARNATAKA,25-35,6,732,2,5,2
Paid,0,39,Male,Graduate,Married,Chorasi,GUJARAT,>35,6,775,6,2,1
Paid,0,37,Male,Post Graduate,Married,Bangalore North,KARNATAKA,>35,4,588,6,2,3
Paid,0,31,Male,Graduate,Married,Solapur North,MAHARASHTRA,25-35,4,581,3,4,2
Paid,0,29,Male,Self Employed,Married,Kancheepuram,TAMIL NADU,25-35,4,647,7,5,2
Paid,0,26,Male,Post Graduate,Unmarried,Haveli,MAHARASHTRA,25-35,5,754,4,5,3
Pending Payment,1,39,Male,10th-12th,Married,Bangalore North,KARNATAKA,>35,4,647,6,1,4
Paid,0,24,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,4,657,4,5,3
Paid,0,24,Male,Post Graduate,Unmarried,Sidhout,ANDHRA PRADESH,<25,3,726,1,5,2
Paid,0,30,Male,Post Graduate,Unmarried,Gudlavalleru,ANDHRA PRADESH,25-35,5,752,5,4,1
Paid,0,27,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,625,7,5,1
Paid,0,26,Male,Post Graduate,Unmarried,Theni,TAMIL NADU,25-35,4,599,5,3,2
Paid,0,34,Male,Self Employed,Unmarried,Ongole,ANDHRA PRADESH,25-35,4,686,4,5,2
Paid,0,27,Male,Post Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,4,799,1,4,3
Pending Payment,1,30,Male,Self Employed,Married,Bangalore North,KARNATAKA,25-35,4,536,5,5,5
Paid,0,26,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,4,574,1,4,1
Paid,0,30,Male,Self Employed,Married,Mayiladuthurai,TAMIL NADU,25-35,6,733,6,5,2
Pending Payment,1,23,Male,Graduate,Unmarried,NA,MAHARASHTRA,<25,3,565,4,2,5
Pending Payment,1,24,Male,Graduate,Unmarried,Amalapuram Mandal,ANDHRA PRADESH,<25,4,535,1,2,5
Paid,0,29,Male,Graduate,Married,Surat City,GUJARAT,25-35,4,621,7,2,1
Paid,0,32,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,6,765,2,5,3
Paid,0,25,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,690,6,1,2
